371	2713956	1171	200
372	2720030	734	394
373	2724568	71	56
374	2725084	44	27
375	2725387	36	32
376	2725664	1485	586
377	2734760	2708	516
378	2749093	2148	808
379	2761222	2869	921
380	2777696	2470	1106
381	2791536	1157	459
382	2798522	25	24
383	2798705	17	13
384	2798836	2140	464
385	2811341	2325	714
386	2824933	2558	621
387	2838293	395	270
388	2840794	2403	296
389	2853512	1788	528
390	2863353	1568	751
391	2872446	2175	147
392	2883059	1137	437
393	2889403	1182	546
394	2896377	316	190
395	2898368	2085	849
396	2910243	4217	657
397	2933167	65	22
398	2933573	3345	777
399	2951602	5763	358
400	2983563	2528	489
401	2997374	229	98
402	2998825	356	214
403	3001106	75	45
404	3001633	1665	600
405	3011628	359	151
406	3013810	3382	1104
407	3033760	71	55
408	3034278	1512	492
409	3042846	86	61
410	3043384	2549	746
411	3058177	939	299
412	3063833	84	30
413	3064345	13	9
414	3064438	75	34
415	3064934	72	51
416	3065434	9	7
417	3065509	20	15
418	3065667	157	103
419	3066643	8	4
420	3066703	218	119
421	3068049	1391	606
422	3076290	17	16
423	3076429	1510	583
424	3085738	142	63
425	3086637	2359	890
426	3100292	46	30
427	3100634	168	110
428	3101695	486	148
429	3104703	555	225
430	3107835	186	117
431	3109081	42	21
432	3109362	7	7
433	3109420	1687	613
434	3119290	1548	62
435	3125861	87	62
436	3126485	89	69
437	3127067	128	84
438	3127952	330	225
439	3130109	4127	915
440	3152820	261	58
441	3154318	4646	503
442	3176470	448	152
443	3179112	265	172
444	3180917	3131	487
445	3198150	1248	288
446	3205429	44	29
447	3205773	824	286
448	3210629	1826	634
449	3221115	189	77
450	3222331	2094	360
451	3233693	286	124
452	3235284	146	80
453	3236203	503	131
454	3239011	1282	497
455	3246970	1865	526
456	3258059	488	257
457	3261260	709	311
458	3265491	60	27
459	3265879	9	7
460	3265948	291	115
461	3267827	399	162
462	3270052	497	282
463	3273169	943	311
464	3278713	188	120
465	3279920	38	23
466	3280186	43	23
467	3280476	66	38
468	3280925	13	7
469	3281014	133	55
470	3281927	875	463
471	3287356	678	313
472	3291588	32	29
473	3291828	280	158
474	3293668	505	268
475	3297003	388	91
476	3299456	21	16
477	3299615	68	30
478	3300060	763	274
479	3304657	677	380
480	3308802	127	49
481	3309595	349	168
482	3311863	700	219
483	3315966	45	24
484	3316255	1105	480
485	3323232	18	11
486	3323360	31	26
487	3323606	1400	277
488	3331643	4447	553
489	3352557	767	386
490	3357235	741	333
491	3361762	1416	460
492	3369733	1467	389
493	3378024	1027	427
494	3384190	880	170
495	3389238	1333	500
496	3397221	266	124
497	3398788	107	55
498	3399448	657	112
499	3403184	1296	444
500	3410985	1487	222
501	3418698	61	35
502	3419142	343	135
503	3421387	11263	864
504	3473955	856	275
505	3479123	1027	341
506	3485118	1990	302
507	3495891	2824	565
508	3511432	240	105
509	3512956	3039	277
510	3528366	35	21
511	3528635	15	14
512	3528756	323	125
513	3530732	1696	670
514	3540673	385	231
515	3543217	284	199
516	3545126	156	61
517	3546183	294	89
518	3547964	126	64
519	3548737	650	236
520	3552794	9328	644
521	3597309	1295	725
522	3604492	71	37
523	3604940	259	79
524	3606404	296	158
525	3608293	1001	357
526	3614411	741	358
527	3618936	1472	492
528	3627473	29	28
529	3627687	152	103
530	3628689	427	185
531	3631240	910	182
532	3636299	6	6
533	3636351	299	128
534	3638249	83	53
535	3638812	709	422
536	3643351	2448	768
537	3657326	121	58
538	3658140	384	197
539	3660482	275	125
540	3662317	80	58
541	3662872	182	108
542	3664084	151	105
543	3665087	1168	442
544	3672082	26	24
545	3672279	12	12
546	3672378	42	29
547	3672677	64	23
548	3673100	254512	137
549	4691784	35	29
550	4692055	238	100
551	4693564	851	429
552	4698979	710	345
553	4703250	35	24
554	4703503	1500	701
555	4712449	446	187
556	4715361	35	22
557	4715606	488	126
558	4718463	44	8
559	4718709	164	126
560	4719817	1830	708
561	4730471	5	5
562	4730515	35	13
563	4730747	4374	774
564	4754005	543	272
565	4757499	312	173
566	4759498	96	74
567	4760170	376	54
568	4762251	934	404
569	4767983	776	371
570	4772914	95	65
571	4773576	22	12
572	4773738	134	84
573	4774674	138	95
574	4775592	41	32
575	4775894	111	20
576	4776554	5	5
577	4776599	108	60
578	4777311	13	13
579	4777415	7	7
580	4777477	72	14
581	4777897	6	5
582	4777948	1055	520
583	4784322	4	4
584	4784360	449	159
585	4787138	36	29
586	4787413	67	43
587	4787877	67	44
588	4788354	4	4
589	4788392	11	11
590	4788492	951	289
591	4794084	46	38
592	4794430	13	13
593	4794537	64	8
594	4794924	108	8
595	4795555	69	28
596	4795953	60	22
597	4796356	13	13
598	4796465	7	7
599	4796527	512	312
600	4799739	98	52
601	4800423	90	68
602	4801037	245	175
603	4802649	220	47
604	4803922	2697	397
605	4817562	2801	455
606	4832771	112	12
607	4833436	773	394
608	4838355	136	86
609	4839251	416	68
610	4841470	265	86
611	4843068	232	134
612	4844662	386	131
613	4847015	169	72
614	4848121	1416	376
615	4856181	10	8
616	4856265	19	13
617	4856415	69	9
618	4856819	4	4
619	4856859	4	4
620	4856899	132	92
621	4857814	98	67
622	4858472	186	48
623	4859618	485	275
624	4862645	2034	493
625	4873309	245	145
626	4874846	418	212
627	4877487	644	217
628	4881420	1493	384
629	4889826	655	282
630	4893653	619	81
631	4897154	2898	848
632	4913961	1256	513
633	4921544	72	30
634	4922012	160	51
635	4923061	176	89
636	4924171	40	24
637	4924437	7432	1136
638	4961922	612	225
639	4965474	2415	538
640	4979236	2653	955
641	4994507	1634	639
642	5004159	272	69
643	5005847	54	32
644	5006218	53	23
645	5006560	1283	414
646	5013551	241	75
647	5015065	4	4
648	5015104	102	36
649	5015757	28	21
650	5015973	107	58
651	5016725	24	24
652	5016917	185	88
653	5018108	304	185
654	5020166	1300	518
655	5027731	6360	483
656	5059071	3	3
657	5059101	2	2
658	5059121	1400	552
659	5067375	1177	500
660	5074484	2	2
661	5074504	244	174
662	5076150	1415	389
663	5084135	33	33
664	5084401	114	66
665	5085197	707	354
666	5089408	392	244
667	5092026	9839	405
668	5134836	19	15
669	5134980	4	4
670	5135019	879	332
671	5140181	731	333
672	5144784	8068	919
673	5188468	1944	590
674	5199765	1137	422
675	5206699	515	254
676	5209822	286	179
677	5211717	423	149
678	5214169	30	20
679	5214395	621	319
680	5218354	48	35
681	5218682	553	183
682	5221808	109	60
683	5222546	277	172
684	5224351	250	152
685	5225959	151	94
686	5226987	78	20
687	5227430	455	221
688	5230216	304	150
689	5232205	1451	587
690	5241255	57	40
691	5241656	32	21
692	5241895	148	65
693	5242867	152	120
694	5243938	183	49
695	5244984	5229	1100
696	5272959	7408	466
697	5309819	30	10
698	5310006	3	3
699	5310036	2	2
700	5310056	852	512
701	5315240	44	27
702	5315547	686	139
703	5319325	15	11
704	5319441	111	59
705	5320140	153	27
706	5321024	168	75
707	5322007	234	152
708	5323533	254	123
709	5325138	293	141
710	5327062	391	188
711	5329478	197	98
712	5330673	151	92
713	5331721	297	62
714	5333526	1078	453
715	5340231	777	336
716	5344899	86	52
717	5345501	47	39
718	5345835	1096	343
719	5352428	6511	640
720	5383189	501	190
721	5386013	340	179
722	5388163	377	163
723	5390633	223	164
724	5392128	19	17
725	5392282	790	316
726	5397143	249	155
727	5398759	21	15
728	5398909	43	24
729	5399212	12	11
730	5399315	77	43
731	5399852	28	19
732	5400063	180	92
733	5401154	7	7
734	5401216	15	15
735	5401327	1130	499
736	5408029	181	135
737	5409214	23	23
738	5409393	993	608
739	5414919	837	487
740	5419639	3847	785
741	5440367	4130	772
742	5462077	38	21
743	5462331	41	23
744	5462622	672	189
745	5466774	768	211
746	5471189	315	181
747	5473094	292	209
748	5474985	101	51
749	5475635	2098	481
750	5487473	3243	834
751	5506036	982	337
752	5511447	1195	435
753	5518234	2389	771
754	5531725	1449	532
755	5539867	1117	515
756	5546357	785	350
757	5551082	1786	91
758	5558652	122	97
759	5559487	41	33
760	5559781	781	339
761	5564253	4058	726
762	5586006	168	116
763	5587181	4	2
764	5587213	2412	601
765	5599385	613	321
766	5603133	8	6
767	5603195	55	31
768	5603566	141	75
769	5604473	421	150
770	5606884	20	12
771	5607023	70	52
772	5607514	10	8
773	5607598	297	101
774	5609312	13	9
775	5609407	127	57
776	5610217	138	67
777	5611065	9	6
778	5611137	1426	718
779	5619159	761	345
780	5623999	34	19
781	5624233	54	36
782	5624603	141	71
783	5625518	53	33
784	5625884	813	313
785	5630577	1731	592
786	5640136	49	39
787	5640497	199	167
788	5641786	30	15
789	5642006	11	5
790	5642085	128	62
791	5642915	102	56
792	5643546	2	2
793	5643566	68	24
794	5643983	1343	296
795	5650944	256	77
796	5652404	323	137
797	5654262	2	2
798	5654282	409	163
799	5656860	2	2
800	5656880	26	21
801	5657079	241	172
802	5658706	84	41
803	5659270	850	406
804	5664657	201	96
805	5665921	4	2
806	5665953	675	277
807	5670168	30	18
808	5670384	8	6
809	5670451	3	3
810	5670480	902	442
811	5675975	108	46
812	5676630	2	2
813	5676650	22	14
814	5676808	2	2
815	5676828	526	179
816	5680026	383	177
817	5682418	842	444
818	5687774	1002	212
819	5693185	32	20
820	5693393	2	2
821	5693413	2	2
822	5693433	4	4
823	5693470	2	2
824	5693490	2	2
825	5693510	2	2
826	5693530	32	20
827	5693757	68	43
828	5694223	88	36
829	5694803	2	2
830	5694823	2	2
831	5694843	2	2
832	5694863	3	3
833	5694892	3	3
834	5694921	81	52
835	5695463	966	312
836	5700999	31	19
837	5701245	11	9
838	5701341	29	22
839	5701553	2	2
840	5701573	44	21
841	5701855	2	2
842	5701875	4	4
843	5701913	2	2
844	5701933	18	15
845	5702072	2	2
846	5702092	2	2
847	5702112	2	2
848	5702132	2	2
849	5702152	10	6
850	5702228	12	6
851	5702325	2	2
852	5702345	52	26
853	5702692	6	4
854	5702738	51	33
855	5703115	1078	370
856	5709589	2	2
857	5709609	2	2
858	5709629	2	2
859	5709649	76	37
860	5710107	229	215
861	5711615	2	2
862	5711635	2	2
863	5711655	583	376
864	5714307	657	338
865	5717935	335	177
866	5720060	501	140
867	5723096	1960	195
868	5731679	702	290
869	5735837	2817	754
870	5750719	283	74
871	5752431	2	2
872	5752448	19	10
873	5752577	423	150
874	5755041	378	64
875	5757042	2531	480
876	5770374	15	12
877	5770500	356	161
878	5772778	5	4
879	5772821	1132	517
880	5779255	309	203
881	5781190	2207	381
882	5793284	2041	417
883	5804773	15	6
884	5804869	312	144
885	5806802	189	53
886	5807913	260	143
887	5809589	34	29
888	5809842	57	38
889	5810223	20	18
890	5810371	18	13
891	5810501	49	30
892	5810838	50	37
893	5811183	182	123
894	5812307	2	2
895	5812324	427	123
896	5814782	45	19
897	5815053	2545	543
898	5829042	3308	1057
899	5847570	8	6
900	5847635	368	127
901	5849838	69	48
902	5850321	26	12
903	5850497	50	42
904	5850859	400	153
905	5853305	20	9
906	5853443	133	85
907	5854301	659	195
908	5857876	2	2
909	5857893	4	4
910	5857923	2	2
911	5857942	287	167
912	5859774	2364	639
913	5872799	97	46
914	5873428	17	9
915	5873550	974	356
916	5879342	246	138
917	5880932	1627	622
918	5890178	821	198
919	5894893	4	2
920	5894924	10	2
921	5894985	7572	881
922	5933930	663	105
923	5937610	15	15
924	5937735	541	171
925	5940938	4	4
926	5940976	14	13
927	5941097	30	21
928	5941311	321	128
929	5943334	6915	919
930	5978272	1096	324
931	5984826	853	166
932	5989541	1736	411
933	5999608	1486	264
934	6007750	41	15
935	6008026	194	119
936	6009278	1466	411
937	6017880	1849	654
938	6028842	226	89
939	6030278	2294	644
940	6043404	959	385
941	6049154	544	255
942	6052528	454	228
943	6055366	83	51
944	6055945	848	269
945	6061049	182	80
946	6062267	2920	344
947	6076828	60	53
948	6077273	334	162
949	6079397	215	115
950	6080808	1342	477
951	6088614	630	223
952	6092308	85	58
953	6092918	3202	779
954	6111136	186	79
955	6112417	39	21
956	6112675	5328	976
957	6142601	487	251
958	6145676	18	10
959	6145804	6	4
960	6145853	28	20
961	6146074	229	125
962	6147618	463	217
963	6150397	2135	594
964	6162239	352	139
965	6164452	146	94
966	6165447	2364	476
967	6177027	703	211
968	6181194	90	62
969	6181812	389	59
970	6184146	55	25
971	6184505	468	195
972	6187262	131	90
973	6188161	52	37
974	6188560	5602	667
975	6215109	1789	462
976	6225776	1092	263
977	6232139	1670	477
978	6242156	291	114
979	6243899	72	42
980	6244400	2959	418
981	6258667	322	72
982	6260461	2286	738
983	6273187	2273	730
984	6286594	1123	371
985	6292899	760	411
986	6297662	277	147
987	6299517	99	57
988	6300182	1539	687
989	6309377	515	293
990	6312767	72	39
991	6313282	1116	380
992	6319297	1647	539
993	6328563	1416	486
994	6337254	65	37
995	6337674	31	20
996	6337903	2150	353
997	6349695	21	19
998	6349853	55	47
999	6350246	314	154
1000	6352240	148	28
1001	6353217	509	228
1002	6356353	16	7
1003	6356468	115	66
1004	6357223	201	97
1005	6358490	2346	743
1006	6371425	15	7
1007	6371535	1470	410
1008	6380337	21	13
1009	6380490	230	86
1010	6381972	1254	460
1011	6389611	4	2
1012	6389643	325	188
1013	6391780	164	79
1014	6392861	342	142
1015	6394935	17	7
1016	6395051	7	7
1017	6395106	2	2
1018	6395126	663	286
1019	6399288	53	39
1020	6399678	472	156
1021	6402582	10	10
1022	6402665	148	86
1023	6403645	241	96
1024	6405144	869	426
1025	6410674	31	27
1026	6410904	325	31
1027	6412409	196	122
1028	6413741	484	157
1029	6416415	9	3
1030	6416477	185	131
1031	6417653	98	50
1032	6418271	18	6
1033	6418390	44	36
1034	6418718	854	416
1035	6424077	1013	468
1036	6430018	219	124
1037	6431474	1954	783
1038	6442473	673	263
1039	6446463	2	2
1040	6446483	35	19
1041	6446744	615	328
1042	6450437	3589	1117
1043	6469595	804	108
1044	6473484	157	114
1045	6474534	37	23
1046	6474795	1094	456
1047	6481353	1386	282
1048	6489199	605	290
1049	6493109	218	144
1050	6494595	574	123
1051	6497879	106	70
1052	6498598	207	122
1053	6499955	398	214
1054	6502510	45	25
1055	6502810	1478	599
1056	6511440	29	18
1057	6511657	6	6
1058	6511712	61	45
1059	6512153	6	4
1060	6512203	665	380
1061	6516347	618	356
1062	6520361	1406	363
1063	6528681	410	233
1064	6531391	2390	176
1065	6544985	2837	376
1066	6561354	745	349
1067	6565800	138	67
1068	6566749	409	89
1069	6569189	612	288
1070	6573025	59	32
1071	6573416	3474	511
1072	6591613	37	29
1073	6591893	1656	226
1074	6600952	586	202
1075	6604564	327	183
1076	6606678	1255	228
1077	6613301	131	51
1078	6614212	112	75
1079	6614976	906	319
1080	6620581	210	122
1081	6622016	276	78
1082	6623691	15	12
1083	6623816	473	214
1084	6626689	561	191
1085	6629793	10	10
1086	6629882	168	105
1087	6630983	43	32
1088	6631291	35	31
1089	6631569	3	3
1090	6631600	2	2
1091	6631622	8	2
1092	6631676	2	2
1093	6631698	297	214
1094	6633701	173	95
1095	6634853	240	115
1096	6636391	251	182
1097	6638104	54	21
1098	6638479	4	3
1099	6638516	5	5
1100	6638564	8290	340
1101	6677132	282	118
1102	6678963	169	88
1103	6680031	11	11
1104	6680120	32	27
1105	6680377	50	41
1106	6680744	651	311
1107	6684732	159	89
1108	6685823	280	167
1109	6687746	529	345
1110	6691261	339	230
1111	6693479	4	3
1112	6693516	44	34
1113	6693844	2538	1009
1114	6708795	782	425
1115	6713684	5843	199
1116	6737967	68	39
1117	6738459	224	71
1118	6739902	2052	475
1119	6751440	98	69
1120	6752122	439	79
1121	6754714	1117	145
1122	6759860	31	23
1123	6760102	11	7
1124	6760186	564	196
1125	6763526	1001	566
1126	6769595	682	289
1127	6773733	12	11
1128	6773833	327	112
1129	6775955	263	112
1130	6777648	3495	386
1131	6793512	6	5
1132	6793567	15	6
1133	6793664	1008	466
1134	6799822	215	137
1135	6801241	772	339
1136	6806029	1765	668
1137	6816433	186	128
1138	6817711	15	13
1139	6817830	892	345
1140	6823409	893	152
1141	6828342	69	30
1142	6828834	1132	477
1143	6835449	591	216
1144	6838965	181	111
1145	6840153	663	172
1146	6843883	2	2
1147	6843905	473	208
1148	6846740	148	86
1149	6847700	423	17
1150	6849993	6	5
1151	6850042	166	93
1152	6851141	447	218
1153	6854040	5	5
1154	6854090	2	2
1155	6854112	397	215
1156	6856665	490	158
1157	6859504	1986	521
1158	6870909	189	102
1159	6872172	61	45
1160	6872615	323	136
1161	6874554	519	212
1162	6877674	816	230
1163	6882536	42	35
1164	6882860	766	308
1165	6887618	102	46
1166	6888267	188	58
1167	6889368	320	83
1168	6891494	279	195
1169	6893334	509	339
1170	6896516	2022	733
1171	6908558	1088	294
1172	6914916	3	3
1173	6914949	260	182
1174	6916702	2	2
1175	6916724	1940	433
1176	6927599	2	2
1177	6927621	2	2
1178	6927643	71	54
1179	6928146	2	2
1180	6928168	174	99
1181	6929218	83	52
1182	6929767	406	197
1183	6932306	134	42
1184	6933077	32	19
1185	6933324	880	504
1186	6938850	2	2
1187	6938872	3088	834
1188	6955276	395	144
1189	6957719	1644	277
1190	6966969	10	7
1191	6967046	468	96
1192	6969687	779	343
1193	6974439	239	175
1194	6975951	282	188
1195	6977791	35	14
1196	6978038	52	25
1197	6978381	2523	841
1198	6992823	140	73
1199	6993678	18	10
1200	6993808	433	221
1201	6996513	537	231
1202	6999651	263	133
1203	7001201	30	21
1204	7001409	8	4
1205	7001465	1793	459
1206	7011588	1519	740
1207	7020525	91	71
1208	7021136	16	13
1209	7021259	108	71
1210	7022031	2	2
1211	7022053	99	51
1212	7022715	149	58
1213	7023635	1176	503
1214	7030855	28	19
1215	7031066	2255	537
1216	7044120	27	15
1217	7044306	3	3
1218	7044337	2	2
1219	7044359	2	2
1220	7044381	2	2
1221	7044403	120	82
1222	7045225	366	179
1223	7047407	1726	316
1224	7057042	9700	342
1225	7106046	61	36
1226	7106495	614	228
1227	7110190	70	61
1228	7110711	1256	499
1229	7118391	817	276
1230	7123292	2337	793
1231	7136978	68	43
1232	7137445	2	2
1233	7137467	1781	549
1234	7147778	34	27
1235	7148030	23	18
1236	7148197	120	71
1237	7148996	8	7
1238	7149069	446	164
1239	7151713	99	67
1240	7152422	3094	254
1241	7168734	2428	434
1242	7182295	213	86
1243	7183607	597	207
1244	7186837	2946	285
1245	7202061	82	58
1246	7202645	1224	462
1247	7209611	8902	476
1248	7252579	2155	755
1249	7265349	74	55
1250	7265860	13	11
1251	7265966	362	194
1252	7268260	3480	299
1253	7285293	302	128
1254	7287121	1424	384
1255	7295412	1253	484
1256	7302784	2215	246
1257	7314236	291	106
1258	7316054	49	38
1259	7316394	229	65
1260	7317742	4	2
1261	7317774	168	145
1262	7318720	84	47
1263	7319278	719	270
1264	7323523	6	6
1265	7323578	141	49
1266	7324426	5	3
1267	7324469	42	28
1268	7324769	39	32
1269	7325062	4476	743
1270	7348813	226	81
1271	7350258	121	14
1272	7350999	103	17
1273	7351641	375	84
1274	7353833	569	187
1275	7357216	140	104
1276	7358108	569	117
1277	7361402	97	19
1278	7361934	160	54
1279	7362965	951	81
1280	7368225	493	124
1281	7371168	50	18
1282	7371479	200	72
1283	7372732	280	104
1284	7374447	122	55
1285	7375253	190	76
1286	7376439	385	84
1287	7378785	177	67
1288	7379908	959	159
1289	7384917	986	286
1290	7390617	765	179
1291	7394716	227	76
1292	7396022	533	99
1293	7399059	662	85
1294	7402816	20	18
1295	7402978	114	68
1296	7403742	1126	186
1297	7409999	183	64
1298	7411152	63	38
1299	7411585	17283	1215
1300	7498803	295	139
1301	7500626	56	39
1302	7501008	103	72
1303	7501754	29	17
1304	7501951	128	82
1305	7502812	21	21
1306	7502982	421	183
1307	7505570	105	42
1308	7506201	169	54
1309	7507133	953	305
1310	7512671	2	2
1311	7512693	704	263
1312	7517051	243	72
1313	7518562	140	64
1314	7519384	2344	645
1315	7532584	516	216
1316	7535799	27	18
1317	7535999	276	69
1318	7537390	192	93
1319	7538553	15	11
1320	7538667	775	156
1321	7542838	7	6
1322	7542899	28	23
1323	7543123	396	206
1324	7545615	237	101
1325	7547043	186	106
1326	7548227	5463	435
1327	7575332	1124	473
1328	7582005	94	54
1329	7582658	277	138
1330	7584451	2	2
1331	7584473	2905	467
1332	7600541	1936	760
1333	7611453	447	185
1334	7614202	72	34
1335	7614668	1289	300
1336	7621831	8	7
1337	7621904	101	66
1338	7622616	3766	553
1339	7641599	263	75
